Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Jiaming,2021-05-14 14:47:28,00:00:02,,"Love, Death & Robots: Volume 1: ICE AGE (Episode 16)",,Apple iPhone 11 Pro Max,00:00:03,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 14:36:49,00:10:26,,"Love, Death & Robots: Volume 2: The Drowned Giant (Episode 8)",,Apple iPhone 11 Pro Max,00:11:00,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 14:36:48,00:10:45,,"Love, Death & Robots: Volume 2: The Drowned Giant (Episode 8)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:11:06,00:11:06,US (United States)
Jiaming,2021-05-14 14:29:56,00:06:47,,"Love, Death & Robots: Volume 2: Life Hutch (Episode 7)",,Apple iPhone 11 Pro Max,00:10:52,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 14:29:54,00:06:53,,"Love, Death & Robots: Volume 2: Life Hutch (Episode 7)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:10:56,00:10:56,US (United States)
Jiaming,2021-05-14 14:28:14,00:00:04,Autoplayed: user action: None; ,Girl from Nowhere: Season 1 (Trailer),TRAILER,Apple iPhone 11 Pro Max,00:00:04,00:00:04,HK (Hong Kong)
Jiaming,2021-05-14 13:52:09,00:04:01,,"Love, Death & Robots: Volume 2: Life Hutch (Episode 7)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:04:03,Not latest view,US (United States)
Jiaming,2021-05-14 13:51:47,00:03:32,,"Love, Death & Robots: Volume 2: Life Hutch (Episode 7)",,Apple iPhone 11 Pro Max,00:04:07,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 13:47:06,00:04:55,,"Love, Death & Robots: Volume 2: All Through the House (Episode 6)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:05:16,00:05:16,US (United States)
Jiaming,2021-05-14 13:46:58,00:04:38,,"Love, Death & Robots: Volume 2: All Through the House (Episode 6)",,Apple iPhone 11 Pro Max,00:05:01,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 13:38:06,00:08:59,,"Love, Death & Robots: Volume 2: The Tall Grass (Episode 5)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:09:20,00:09:20,US (United States)
Jiaming,2021-05-14 13:38:06,00:08:44,,"Love, Death & Robots: Volume 2: The Tall Grass (Episode 5)",,Apple iPhone 11 Pro Max,00:09:17,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 13:23:05,00:14:59,,"Love, Death & Robots: Volume 2: Snow in the Desert (Episode 4)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:15:20,00:15:20,US (United States)
Jiaming,2021-05-14 13:23:04,00:14:46,,"Love, Death & Robots: Volume 2: Snow in the Desert (Episode 4)",,Apple iPhone 11 Pro Max,00:15:21,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 12:06:12,00:16:28,,"Love, Death & Robots: Volume 2: Pop Squad (Episode 3)",,Apple iPhone 11 Pro Max,00:15:36,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 12:05:52,00:15:11,,"Love, Death & Robots: Volume 2: Pop Squad (Episode 3)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:15:39,Not latest view,US (United States)
Jiaming,2021-05-14 11:54:30,00:10:32,,"Love, Death & Robots: Volume 2: Ice (Episode 2)",,Apple iPhone 11 Pro Max,00:10:34,00:10:34,HK (Hong Kong)
Jiaming,2021-05-14 11:54:20,00:10:17,,"Love, Death & Robots: Volume 2: Ice (Episode 2)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:10:38,Not latest view,US (United States)
Jiaming,2021-05-14 11:43:46,00:10:32,,"Love, Death & Robots: Volume 2: Automated Customer Service (Episode 1)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:10:33,00:10:33,US (United States)
Jiaming,2021-05-14 11:41:13,00:00:57,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1: SUCKER OF SOULS (Episode 5)",,Apple iPad Air 4th Gen Wi-Fi iPad,00:00:57,Not latest view,US (United States)
Jiaming,2021-05-14 11:40:57,00:01:01,,"Love, Death & Robots: Volume 2: Automated Customer Service (Episode 1)",,Apple iPhone 11 Pro Max,00:00:03,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 11:40:22,00:00:07,Autoplayed: user action: None; ,"Volume 2 Trailer: Love, Death & Robots",TRAILER,Apple iPhone 11 Pro Max,00:00:08,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 11:20:24,00:00:01,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1: SUCKER OF SOULS (Episode 5)",,Apple iPhone 11 Pro Max,00:00:01,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 01:30:36,00:00:04,Autoplayed: user action: None; ,"Volume 2 Trailer: Love, Death & Robots",TRAILER,Apple iPhone 11 Pro Max,00:00:04,Not latest view,HK (Hong Kong)
Jiaming,2021-05-14 01:30:14,00:00:06,Autoplayed: user action: None; ,"Love, Death & Robots: Volume 1 (Trailer)",TRAILER,Apple iPhone 11 Pro Max,00:00:06,00:00:06,HK (Hong Kong)
Jiaming,2021-05-14 01:30:00,00:00:11,Autoplayed: user action: None; ,"Volume 2 Trailer: Love, Death & Robots",TRAILER,Apple iPhone 11 Pro Max,00:00:11,Not latest view,HK (Hong Kong)
Jiaming,2021-05-05 23:55:54,00:01:51,,DOTA: Dragon's Blood: Book 1: What the Thunder Said (Episode 1),,iPad Pro 3 12.9 (Wi-Fi),00:03:11,00:03:11,US (United States)
Jiaming,2021-04-25 04:21:01,00:00:12,Autoplayed: user action: None; ,Save Me: Season 1_hook_04_16x9,HOOK,Apple iPhone 11 Pro Max,00:00:12,00:00:12,US (United States)
Jiaming,2021-04-25 04:19:58,00:00:07,Autoplayed: user action: None; ,Synchronic_hook_03_16x9,HOOK,Apple iPhone 11 Pro Max,00:00:08,00:00:08,US (United States)
Jiaming,2021-04-25 04:16:35,00:00:18,Autoplayed: user action: None; ,Season 1 Bonus Video 2: The Witcher,HOOK,Apple iPhone 11 Pro Max,00:00:19,00:00:19,US (United States)
Jiaming,2021-04-25 04:16:08,00:00:11,Autoplayed: user action: None; ,Altered Carbon: Season 1_VAR2-RECIPE-1_EDITOR2,TEASER_TRAILER,Apple iPhone 11 Pro Max,00:00:12,00:00:12,US (United States)
Jiaming,2021-04-22 23:33:58,00:59:38,,The Social Dilemma,,Safari MAC (Cadmium),01:18:30,Not latest view,US (United States)
Jiaming,2021-04-22 23:33:58,00:59:40,,The Social Dilemma,,Safari MAC (Cadmium),01:18:32,01:18:32,US (United States)
Jiaming,2021-04-22 19:49:58,00:00:04,Autoplayed: user action: None; ,AIB Hook 2,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2021-04-18 01:47:45,00:14:43,,"Love, Death & Robots: Volume 1: THE SECRET WAR (Episode 18)",,Samsung 2018 Kant-S UHD TV Smart TV,00:14:43,00:14:43,US (United States)
Jiaming,2021-04-18 01:31:14,00:15:53,,"Love, Death & Robots: Volume 1: GOOD HUNTING (Episode 8)",,Samsung 2018 Kant-S UHD TV Smart TV,00:15:53,00:15:53,US (United States)
Jiaming,2021-04-18 01:14:46,00:15:40,,"Love, Death & Robots: Volume 1: SONNIE'S EDGE (Episode 1)",,Samsung 2018 Kant-S UHD TV Smart TV,00:15:39,00:15:39,US (United States)
Jiaming,2021-04-18 00:59:22,00:14:58,Autoplayed: user action: User_Interaction; ,"Love, Death & Robots: Volume 1: BEYOND THE AQUILA RIFT (Episode 7)",,Samsung 2018 Kant-S UHD TV Smart TV,00:14:58,00:14:58,US (United States)
Jiaming,2021-04-18 00:56:24,00:00:01,,"Love, Death & Robots: Volume 1: BEYOND THE AQUILA RIFT (Episode 7)",,Apple iPhone 11 Pro Max,00:00:01,Not latest view,US (United States)
Jiaming,2021-01-12 17:38:13,00:16:04,,Dark: Season 1: Secrets (Episode 1),,Safari MAC (Cadmium),00:34:07,00:34:07,US (United States)
Jiaming,2021-01-12 17:38:02,00:00:07,Autoplayed: user action: None; ,Part 1 Trailer: Lupin,TRAILER,Safari MAC (Cadmium),00:00:07,00:00:07,US (United States)
Jiaming,2021-01-11 18:23:26,00:17:55,,Dark: Season 1: Secrets (Episode 1),,Safari MAC (Cadmium),00:18:51,Not latest view,US (United States)
Jiaming,2021-01-11 18:23:19,00:00:05,Autoplayed: user action: None; ,Dark: Season 2 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:05,00:00:05,US (United States)
Jiaming,2021-01-03 20:10:26,00:00:05,Autoplayed: user action: None; ,Ip Man 4: The Finale_hook_03_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Jiaming,2020-12-29 01:36:25,00:00:13,Autoplayed: user action: None; ,Kakegurui: Season 2_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,00:00:22,US (United States)
Jiaming,2020-12-28 23:01:08,00:00:06,Autoplayed: user action: None; ,Season 1 (Hook 1): Extracurricular,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Jiaming,2020-12-28 21:42:41,00:48:56,Autoplayed: user action: Unspecified; ,The Uncanny Counter: Season 1: Episode 1,,Samsung 2018 Kant-S UHD TV Smart TV,00:48:56,00:48:56,US (United States)
Jiaming,2020-12-28 21:29:41,00:00:06,Autoplayed: user action: None; ,Attack on Titan_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:08,00:00:08,US (United States)
Jiaming,2020-12-28 19:49:30,00:00:04,Autoplayed: user action: None; ,THEMIDNIGHTSKY_CLIP_INCITINGINCIDENT,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2020-12-28 19:49:24,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Bridgerton,TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2020-12-28 19:48:42,00:00:11,Autoplayed: user action: None; ,3% (Trailer),TRAILER,Safari MAC (Cadmium),00:00:11,00:00:11,US (United States)
Jiaming,2020-12-28 19:46:04,00:00:01,Autoplayed: user action: None; ,Kakegurui: Season 1: Episode 4,,Samsung 2018 Kant-S UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Jiaming,2020-12-28 19:27:45,00:18:13,Autoplayed: user action: Unspecified; ,Kakegurui: Season 1: Episode 3,,Samsung 2018 Kant-S UHD TV Smart TV,00:23:05,00:23:05,US (United States)
Jiaming,2020-12-28 19:27:21,00:00:08,Autoplayed: user action: None; ,Season 1 (Hook 1): Extracurricular,HOOK,Safari MAC (Cadmium),00:00:08,Not latest view,US (United States)
Jiaming,2020-12-28 19:07:35,00:03:24,,Kakegurui: Season 1: Episode 3,,Safari MAC (Cadmium),00:04:54,Not latest view,US (United States)
Jiaming,2020-12-28 18:48:59,00:18:34,,Kakegurui: Season 1: Episode 2,,Safari MAC (Cadmium),00:22:55,00:22:55,US (United States)
Jiaming,2020-12-28 18:48:42,00:00:08,Autoplayed: user action: None; ,Season 1 (Hook 1): Extracurricular,HOOK,Safari MAC (Cadmium),00:00:08,Not latest view,US (United States)
Jiaming,2020-12-28 00:21:43,00:04:14,Autoplayed: user action: None; ,Kakegurui: Season 1: Episode 2,,Netflix Chrome MAC (Cadmium) HTML 5,00:04:24,Not latest view,US (United States)
Jiaming,2020-12-27 23:50:03,00:21:58,,Kakegurui: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:22:57,00:22:57,US (United States)
Jiaming,2020-12-27 23:49:52,00:00:09,Autoplayed: user action: None; ,Kakegurui: Season 2_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,US (United States)
Jiaming,2020-12-26 23:27:11,00:06:58,,Signal: Season 1: Episode 7,,Netflix Chrome MAC (Cadmium) HTML 5,00:08:28,00:08:28,US (United States)
Jiaming,2020-12-26 22:03:46,01:04:06,,Signal: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,01:08:59,01:08:59,US (United States)
Jiaming,2020-12-26 20:50:51,01:06:07,Autoplayed: user action: None; ,Signal: Season 1: Episode 5,,Netflix Chrome MAC (Cadmium) HTML 5,01:06:43,01:06:43,US (United States)
Jiaming,2020-12-26 19:36:11,01:03:52,,Signal: Season 1: Episode 4,,Netflix Chrome MAC (Cadmium) HTML 5,01:04:18,01:04:18,US (United States)
Jiaming,2020-12-26 19:10:42,00:25:26,,Signal: Season 1: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,01:03:14,01:03:14,US (United States)
Jiaming,2020-12-25 06:14:52,00:49:26,,Alice in Borderland: Season 1: Episode 8,,Samsung 2018 Kant-S UHD TV Smart TV,00:49:57,00:49:57,US (United States)
Jiaming,2020-12-25 05:33:36,00:37:50,Autoplayed: user action: Unspecified; ,Alice in Borderland: Season 1: Episode 6,,Samsung 2018 Kant-S UHD TV Smart TV,00:38:42,00:38:42,US (United States)
Jiaming,2020-12-25 04:45:31,00:47:59,,Alice in Borderland: Season 1: Episode 5,,Samsung 2018 Kant-S UHD TV Smart TV,00:48:53,00:48:53,US (United States)
Jiaming,2020-12-25 03:43:47,00:43:22,,Alice in Borderland: Season 1: Episode 4,,Samsung 2018 Kant-S UHD TV Smart TV,00:44:15,00:44:15,US (United States)
Jiaming,2020-12-25 03:04:15,00:39:19,,Alice in Borderland: Season 1: Episode 3,,Samsung 2018 Kant-S UHD TV Smart TV,00:39:38,00:39:38,US (United States)
Jiaming,2020-12-25 02:17:17,00:46:53,Autoplayed: user action: Unspecified; ,Alice in Borderland: Season 1: Episode 2,,Samsung 2018 Kant-S UHD TV Smart TV,00:47:47,00:47:47,US (United States)
Jiaming,2020-12-25 01:31:56,00:44:57,Autoplayed: user action: Unspecified; ,Alice in Borderland: Season 1: Episode 1,,Samsung 2018 Kant-S UHD TV Smart TV,00:45:41,00:45:41,US (United States)
Jiaming,2020-12-25 00:08:32,00:00:04,,Alice in Borderland: Season 1: Episode 1,,Safari MAC (Cadmium),00:04:44,Not latest view,US (United States)
Jiaming,2020-12-24 19:30:50,00:04:52,,Alice in Borderland: Season 1: Episode 1,,Safari MAC (Cadmium),00:04:43,Not latest view,US (United States)
Jiaming,2020-12-24 19:30:40,00:00:09,Autoplayed: user action: None; ,AIB Hook 1,HOOK,Safari MAC (Cadmium),00:00:09,00:00:09,US (United States)
Jiaming,2020-12-24 00:51:15,00:00:14,Autoplayed: user action: None; ,Money Heist (Trailer),TRAILER,Safari MAC (Cadmium),00:00:14,00:00:14,US (United States)
Jiaming,2020-12-24 00:51:09,00:00:04,,The Ripper: Limited Series: Once Upon a Time in Yorkshire (Episode 1),,Safari MAC (Cadmium),00:14:26,00:14:26,US (United States)
Jiaming,2020-12-23 21:49:00,00:10:05,,Signal: Season 1: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,00:37:48,Not latest view,US (United States)
Jiaming,2020-12-23 19:20:42,00:14:23,,The Ripper: Limited Series: Once Upon a Time in Yorkshire (Episode 1),,Safari MAC (Cadmium),00:14:23,Not latest view,US (United States)
Jiaming,2020-12-23 19:05:57,00:13:49,,Money Heist: Part 2: Episode 1,,Safari MAC (Cadmium),00:14:15,00:14:15,US (United States)
Jiaming,2020-12-23 19:05:41,00:00:14,,Money Heist: Part 1: Episode 1,,Safari MAC (Cadmium),00:00:14,Not latest view,US (United States)
Jiaming,2020-12-23 19:05:09,00:00:06,Autoplayed: user action: None; ,Attack on Titan_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:06,Not latest view,US (United States)
Jiaming,2020-12-23 19:01:27,00:00:06,Autoplayed: user action: None; ,Money Heist: Part 3 (Trailer),TRAILER,Safari MAC (Cadmium),00:00:06,00:00:06,US (United States)
Jiaming,2020-12-23 19:00:52,00:00:09,Autoplayed: user action: None; ,Attack on Titan_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:09,Not latest view,US (United States)
Jiaming,2020-12-23 04:34:17,00:54:40,,Sweet Home: Season 1: Episode 10,,Samsung 2018 Kant-S UHD TV Smart TV,00:55:24,00:55:24,US (United States)
Jiaming,2020-12-23 03:43:48,00:50:26,Autoplayed: user action: None; ,Sweet Home: Season 1: Episode 9,,Samsung 2018 Kant-S UHD TV Smart TV,00:51:19,00:51:19,US (United States)
Jiaming,2020-12-23 02:56:00,00:47:45,,Sweet Home: Season 1: Episode 8,,Samsung 2018 Kant-S UHD TV Smart TV,00:48:38,00:48:38,US (United States)
Jiaming,2020-12-23 02:11:29,00:44:28,,Sweet Home: Season 1: Episode 7,,Samsung 2018 Kant-S UHD TV Smart TV,00:45:21,00:45:21,US (United States)
Jiaming,2020-12-23 01:57:32,00:13:45,Autoplayed: user action: Unspecified; ,Sweet Home: Season 1: Episode 6,,Samsung 2018 Kant-S UHD TV Smart TV,00:49:41,00:49:41,US (United States)
Jiaming,2020-12-22 23:50:28,00:36:22,Autoplayed: user action: None; ,Sweet Home: Season 1: Episode 6,,Samsung 2018 Kant-S UHD TV Smart TV,00:37:15,Not latest view,US (United States)
Jiaming,2020-12-22 22:43:50,00:40:03,,Sweet Home: Season 1: Episode 5,,Samsung 2018 Kant-S UHD TV Smart TV,00:40:56,00:40:56,US (United States)
Jiaming,2020-12-22 22:01:42,00:42:03,Autoplayed: user action: Unspecified; ,Sweet Home: Season 1: Episode 4,,Samsung 2018 Kant-S UHD TV Smart TV,00:42:41,00:42:41,US (United States)
Jiaming,2020-12-22 06:31:13,00:00:03,Autoplayed: user action: None; ,Sweet Home: Season 1: Episode 4,,Samsung 2018 Kant-S UHD TV Smart TV,00:00:08,Not latest view,US (United States)
Jiaming,2020-12-22 05:49:44,00:41:25,,Sweet Home: Season 1: Episode 3,,Samsung 2018 Kant-S UHD TV Smart TV,00:42:18,00:42:18,US (United States)
Jiaming,2020-12-22 04:53:57,00:51:37,Autoplayed: user action: Unspecified; ,Sweet Home: Season 1: Episode 2,,Samsung 2018 Kant-S UHD TV Smart TV,00:52:30,00:52:30,US (United States)
Jiaming,2020-12-22 04:07:52,00:46:24,Autoplayed: user action: Unspecified; ,Sweet Home: Season 1: Episode 1,,Samsung 2018 Kant-S UHD TV Smart TV,00:46:24,00:46:24,US (United States)
Jiaming,2020-12-22 04:06:34,00:00:52,Autoplayed: user action: None; ,Season 1 Bonus Video 2: The Witcher,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:52,Not latest view,US (United States)
Jiaming,2020-12-22 04:05:53,00:00:04,Autoplayed: user action: None; ,Peaky Blinders: Season 1_hook_primary_16x9,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Jiaming,2020-12-22 04:05:24,00:00:18,Autoplayed: user action: None; ,Life: Season 1_hook_primary_16x9,HOOK,Samsung 2018 Kant-S UHD TV Smart TV,00:00:18,00:00:18,US (United States)
Jiaming,2020-12-22 03:37:48,00:27:08,Autoplayed: user action: None; ,Signal: Season 1: Episode 3,,Samsung 2018 Kant-S UHD TV Smart TV,00:27:43,Not latest view,US (United States)
Jiaming,2020-12-22 02:12:01,00:56:13,Autoplayed: user action: Unspecified; ,Signal: Season 1: Episode 2,,Samsung 2018 Kant-S UHD TV Smart TV,01:05:26,01:05:26,US (United States)
Jiaming,2020-12-21 01:04:11,00:08:41,,Signal: Season 1: Episode 2,,Samsung 2018 Kant-S UHD TV Smart TV,00:09:15,Not latest view,US (United States)
Jiaming,2020-12-21 00:45:17,00:18:39,Autoplayed: user action: Unspecified; ,Signal: Season 1: Episode 1,,Samsung 2018 Kant-S UHD TV Smart TV,01:16:11,01:16:11,US (United States)
Jiaming,2020-12-20 23:03:06,00:31:06,Autoplayed: user action: Unspecified; ,Signal: Season 1: Episode 1,,Samsung 2018 Kant-S UHD TV Smart TV,00:57:10,Not latest view,US (United States)
Jiaming,2020-12-20 23:02:38,00:00:27,Autoplayed: user action: None; ,TheRipper_NoMarketingCard,TRAILER,Safari MAC (Cadmium),00:00:27,00:00:27,US (United States)
Jiaming,2020-12-20 19:57:59,00:17:57,,Signal: Season 1: Episode 1,,Safari MAC (Cadmium),00:26:05,Not latest view,US (United States)
Jiaming,2020-12-20 19:57:50,00:00:07,,Signal: Season 1: Episode 2,,Safari MAC (Cadmium),00:00:07,Not latest view,US (United States)
Jiaming,2020-12-20 19:57:37,00:00:04,,The Signal,,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2020-12-20 19:57:14,00:00:11,Autoplayed: user action: None; ,Season 1 Trailer 2: Alice in Borderland,TRAILER,Safari MAC (Cadmium),00:00:11,00:00:11,US (United States)
Jiaming,2020-12-20 19:38:28,00:01:17,Autoplayed: user action: None; ,Traffic Signal_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:01:17,00:01:17,US (United States)
Jiaming,2020-12-20 19:38:19,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Record of Youth,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Jiaming,2020-12-20 19:38:02,00:00:11,Autoplayed: user action: None; ,Season 1 (Thematic Trailer - Teen's Self Destruct): Extracurricular,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,US (United States)
Jiaming,2020-12-20 19:37:19,00:00:04,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Jiaming,2020-12-20 19:23:47,00:22:07,Autoplayed: user action: None; ,The Liberator: Season 1: The Enemy (Episode 3),,Safari MAC (Cadmium),00:22:11,00:22:11,US (United States)
Jiaming,2020-12-20 18:57:25,00:22:34,,The Liberator: Season 1: One Word: Anzio (Episode 2),,Safari MAC (Cadmium),00:46:40,00:46:40,US (United States)
Jiaming,2020-12-20 18:56:53,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer 2: Alice in Borderland,TRAILER,Safari MAC (Cadmium),00:00:05,Not latest view,US (United States)
Jiaming,2020-12-20 18:29:20,00:24:03,,The Liberator: Season 1: One Word: Anzio (Episode 2),,Safari MAC (Cadmium),00:24:07,Not latest view,US (United States)
Jiaming,2020-12-20 17:43:57,00:45:21,,The Liberator: Season 1: Why We Fight (Episode 1),,Safari MAC (Cadmium),00:45:11,00:45:11,US (United States)
Jiaming,2020-12-20 17:43:42,00:00:04,Autoplayed: user action: None; ,Sweet Home: Season 1_CLIP_MUSIC_NON1,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2020-12-19 19:17:58,00:13:43,,Start-Up: Season 1: MVP (Minimum Viable Product) (Episode 15),,Safari MAC (Cadmium),00:49:26,00:49:26,US (United States)
Jiaming,2020-12-19 19:17:31,00:00:01,,Altered Carbon: Season 1: Out of the Past (Episode 1),,Safari MAC (Cadmium),00:00:26,00:00:26,US (United States)
Jiaming,2020-12-19 19:13:21,00:00:04,Autoplayed: user action: None; ,TheLiberator_S1_NoMarketingCard,TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,US (United States)
Jiaming,2020-12-19 19:13:04,00:00:04,Autoplayed: user action: None; ,Sweet Home: Season 1_CLIP_MUSIC_NON1,HOOK,Safari MAC (Cadmium),00:00:04,Not latest view,US (United States)
Jiaming,2020-12-19 00:55:52,00:00:08,Autoplayed: user action: None; ,Season 1 Trailer: Sweet Home,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,US (United States)
Jiaming,2020-12-18 18:46:57,00:15:41,,Start-Up: Season 1: MVP (Minimum Viable Product) (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:48,Not latest view,US (United States)
Jiaming,2020-12-18 04:49:30,00:00:32,Autoplayed: user action: None; ,My Country: The New Age: Season 1 (Trailer),TRAILER,Apple iPhone 11 Pro Max,00:00:33,00:00:33,US (United States)
Jiaming,2020-12-18 04:49:13,00:00:07,Autoplayed: user action: None; ,Trailer: The Ripper,TRAILER,Apple iPhone 11 Pro Max,00:00:08,00:00:08,US (United States)
Jiaming,2020-12-18 04:44:46,00:00:19,Autoplayed: user action: None; ,Season 1 Trailer: Perdida,TRAILER,Apple iPhone 11 Pro Max,00:00:20,00:00:20,US (United States)
Jiaming,2020-12-18 04:43:59,00:00:34,Autoplayed: user action: None; ,THELIBERATOR_S1_CLIP_PLOT,HOOK,Apple iPhone 11 Pro Max,00:00:34,00:00:34,US (United States)
Jiaming,2020-12-18 04:43:32,00:00:08,Autoplayed: user action: None; ,V Wars: Season 1 Podular: TEXTLESS / Action - Sci Fi - Drama,TRAILER,Apple iPhone 11 Pro Max,00:00:09,00:00:09,US (United States)
Jiaming,2020-12-18 04:42:58,00:00:12,Autoplayed: user action: None; ,Vivir Sin Permiso: Season 1 (Trailer),TRAILER,Apple iPhone 11 Pro Max,00:00:13,00:00:13,US (United States)
Jiaming,2020-12-18 04:40:14,00:00:04,Autoplayed: user action: None; ,Shooter (Trailer),TRAILER,Apple iPhone 11 Pro Max,00:00:05,00:00:05,US (United States)
Jiaming,2020-12-18 04:39:36,00:00:10,,Dark: Season 1: Secrets (Episode 1),,Apple iPhone 11 Pro Max,00:00:50,Not latest view,US (United States)
Jiaming,2020-12-18 04:38:54,00:00:31,Autoplayed: user action: None; ,The Mysterious,TEASER_TRAILER,Apple iPhone 11 Pro Max,00:00:31,00:00:31,US (United States)
Jiaming,2020-12-18 04:38:01,00:00:14,Autoplayed: user action: None; ,Ozark: Season 1 Podular: TEXTLESS / Drama - Crime - Thriller,TRAILER,Apple iPhone 11 Pro Max,00:00:15,00:00:15,US (United States)
Jiaming,2020-12-18 04:36:42,00:01:14,Autoplayed: user action: None; ,Manhunt: Deadly Games_hook_03_16x9,HOOK,Apple iPhone 11 Pro Max,00:01:15,00:01:15,US (United States)
Jiaming,2020-12-18 04:33:58,00:00:07,Autoplayed: user action: None; ,Season 2 Trailer 2: Stranger,TRAILER,Apple iPhone 11 Pro Max,00:00:07,00:00:07,US (United States)
Jiaming,2020-12-18 04:10:02,00:00:10,Autoplayed: user action: None; ,Season 1 Teaser: The Minions of Midas (FINAL),TEASER_TRAILER,Apple iPhone 11 Pro Max,00:00:10,00:00:10,US (United States)
Jiaming,2020-12-18 04:07:53,00:00:04,,Rugal: Season 1: Episode 1,,Apple iPhone 11 Pro Max,00:00:05,00:00:05,US (United States)
Jiaming,2020-12-18 04:07:12,00:00:30,Autoplayed: user action: None; ,Season 1 Trailer: Rugal,TRAILER,Apple iPhone 11 Pro Max,00:00:30,00:00:30,US (United States)
Jiaming,2020-12-18 04:06:53,00:00:07,Autoplayed: user action: None; ,Money Heist: Part 2 (Trailer),TRAILER,Apple iPhone 11 Pro Max,00:00:08,00:00:08,US (United States)
Jiaming,2020-12-18 04:04:20,00:01:13,Autoplayed: user action: None; ,Season 1 Bonus Video: Barbarians,HOOK,Apple iPhone 11 Pro Max,00:01:13,00:01:13,US (United States)
Jiaming,2020-12-18 03:57:15,00:00:04,Autoplayed: user action: None; ,Trailer: Ava,TRAILER,Apple iPhone 11 Pro Max,00:00:05,00:00:05,US (United States)
Jiaming,2020-12-11 00:28:40,00:01:02,Autoplayed: user action: None; ,Season 1 (Hook 1): Extracurricular,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Jiaming,2020-12-11 00:25:50,00:01:03,Autoplayed: user action: None; ,AIB Hook 1,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
